Sample ID_16S	16S_Seq_number_Subset2	Study_ID	Publication	study_accession	Study_Origin	Gene	Plant_species	Family	Plant	Genotype	Habitat	Condition	instrument_model	library_layout	PlantbyStudy	sample_title	Year	Country	Harvest	Inoculation	Site	Seed_fraction	Microbe_collection	Seed_number	Seed_mass_g	pielou_e_16S	observed_otus_16S	shannon_16S	Sample ID_ITS	pielou_e_ITS	observed_otus_ITS	shannon_ITS	Ratio_observed_otus
SRR8879323	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza sativa	Poaceae	Rice	Pungok	Seed	Domestic Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_sativa_Pungok_Bac_wPNA		Korea		None	Field	Surface-disinfected	Grinding	3		0.685549082	30	3.363914341	SRR8879389	0.639080016	34	3.251295836	0.882352941
SRR8879329	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza sativa	Poaceae	Rice	Satbyeol	Seed	Domestic Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_sativa_Satbyeol_Bac_wPNA		Korea		None	Field	Surface-disinfected	Grinding	3		0.743423269	41	3.982928826	SRR8879355	0.650269735	29	3.158998015	1.413793103
SRR8879320	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza sativa	Poaceae	Rice	Shinseonchal	Seed	Domestic Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_sativa_Shinseonchal_Bac_wPNA		Korea		None	Field	Surface-disinfected	Grinding	3		0.711486297	33	3.589017292	SRR8879414	0.644940634	34	3.28111151	0.970588235
SRR8879311	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza sativa	Poaceae	Rice	Sobi	Seed	Domestic Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_sativa_Sobi_Bac_wPNA		Korea		None	Field	Surface-disinfected	Grinding	3		0.764583536	23	3.458640996	SRR8879384	0.687467739	31	3.405850135	0.741935484
SRR8879313	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza sativa	Poaceae	Rice	Tamjin	Seed	Domestic Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_sativa_Tamjin_Bac_wPNA		Korea		None	Field	Surface-disinfected	Grinding	3		0.741021774	34	3.769920741	SRR8879420	0.645905723	37	3.364815743	0.918918919
SRR8879324	1000	Kim_H_2020	Kim et al 2020	PRJNA532281	Seoul National University	16S rRNA-V4	Oryza sativa	Poaceae	Rice	Tongil	Seed	Domestic Rice 	Illumina MiSeq	PAIRED	Rice--Kim_H_2020	O_sativa_Tongil_Bac_wPNA		Korea		None	Field	Surface-disinfected	Grinding	3		0.70320514	37	3.663314385	SRR8879356	0.601051055	23	2.718891688	1.608695652
CAL-FA-FA2012-1-16S-17	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Calima	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	Luxembourg	Manual	NA	Field	Total	Soaking	200		0.327204096	42	1.764388348	CAL-FA-FA2012-1-ITS-17	0.613139707	202	4.695553546	0.207920792
CAL-FA-FA2012-2-16S-22	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Calima	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	Luxembourg	Manual	NA	Field	Total	Soaking	200		0.212469786	69	1.297876884	CAL-FA-FA2012-2-ITS-22	0.476147751	158	3.477678774	0.436708861
CAL-FA-FA2012-3-16S-38	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Calima	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	Luxembourg	Manual	NA	Field	Total	Soaking	200		0.037192125	113	0.253656951	CAL-FA-FA2012-3-ITS-38	0.148455745	114	1.014381776	0.99122807
CAL-FA-HI2012-1-16S-14	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Calima	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	Luxembourg	Manual	NA	Field	Total	Soaking	200		0.134624221	48	0.751871226	CAL-FA-HI2012-1-ITS-14	0.511526184	131	3.597780028	0.366412214
CAL-FA-HI2012-2-16S-21	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Calima	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	Luxembourg	Manual	NA	Field	Total	Soaking	200		0.724461002	1438	7.599485761	CAL-FA-HI2012-2-ITS-21	0.561518243	272	4.541257927	5.286764706
CAL-FA-HI2012-3-16S-36	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Calima	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	Luxembourg	Manual	NA	Field	Total	Soaking	200		0.395654445	65	2.382776596	CAL-FA-HI2012-3-ITS-36	0.46879394	149	3.384302454	0.436241611
CAL-JM-HI2012-1-16S-12	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Calima	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	France	Manual	NA	Field	Total	Soaking	200		0.1427668	164	1.050414156	CAL-JM-HI2012-1-ITS-12	0.387584366	164	2.851672131	1
CAL-JM-HI2012-2-16S-24	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Calima	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	France	Manual	NA	Field	Total	Soaking	200		0.679359516	715	6.441550674	CAL-JM-HI2012-2-ITS-24	0.270040852	107	1.820471487	6.682242991
CAL-JM-HI2012-3-16S-36	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Calima	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	France	Manual	NA	Field	Total	Soaking	200		0.743478572	1220	7.622637051	CAL-JM-HI2012-3-ITS-36	0.405896671	178	3.034375315	6.853932584
CAL-JM-JM2012-1-16S-15	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Calima	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	France	Manual	NA	Field	Total	Soaking	200		0.601128842	716	5.700995198	CAL-JM-JM2012-1-ITS-15	0.335247433	134	2.368888262	5.343283582
CAL-JM-JM2012-2-16S-21	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Calima	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	France	Manual	NA	Field	Total	Soaking	200		0.043756094	115	0.299531905	CAL-JM-JM2012-2-ITS-21	0.335216178	129	2.350276804	0.891472868
CAL-JM-JM2012-3-16S-34	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Calima	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	France	Manual	NA	Field	Total	Soaking	200		0.125543087	202	0.961435514	CAL-JM-JM2012-3-ITS-34	0.495840156	218	3.851777728	0.926605505
FLA-CH-VI2012-1-16S-na	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	Chile	Manual	NA	Field	Total	Soaking	200		0.785899511	1957	8.593361654	FLA-CH-VI2012-1-ITS-na	0.525487922	204	4.031766847	9.593137255
FLA-CH-VI2012-2-16S-na	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	Chile	Manual	NA	Field	Total	Soaking	200		0.806822682	2224	8.971013856	FLA-CH-VI2012-2-ITS-na	0.52019398	348	4.391968383	6.390804598
FLA-CH-VI2012-3-16S-na	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	Chile	Manual	NA	Field	Total	Soaking	200		0.017911491	41	0.095961744	FLA-CH-VI2012-3-ITS-na	0.513429693	347	4.332726306	0.11815562
FLA-FR-VI2012-1-16S-na	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	France	Manual	NA	Field	Total	Soaking	200		0.050298039	244	0.398900533	FLA-FR-VI2012-1-ITS-na	0.423673161	236	3.339664294	1.033898305
FLA-FR-VI2012-2-16S-na	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	France	Manual	NA	Field	Total	Soaking	200		0.834353932	2132	9.226278877	FLA-FR-VI2012-2-ITS-na	0.456862744	217	3.545963594	9.824884793
FLA-FR-VI2012-3-16S-na	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	France	Manual	NA	Field	Total	Soaking	200		0.869600097	1636	9.283813273	FLA-FR-VI2012-3-ITS-na	0.50073207	239	3.956217392	6.845188285
FLC-FA-FA2012-1-16S-11	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flageolet Chevrier	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	Luxembourg	Manual	NA	Field	Total	Soaking	200		0.530663724	159	3.8806817	FLC-FA-FA2012-1-ITS-11	0.563053392	317	4.678038476	0.501577287
FLC-FA-FA2012-2-16S-24	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flageolet Chevrier	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	Luxembourg	Manual	NA	Field	Total	Soaking	200		0.415259819	61	2.462796912	FLC-FA-FA2012-2-ITS-24	0.500267267	172	3.715117173	0.354651163
FLC-FA-FA2012-3-16S-37	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flageolet Chevrier	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	Luxembourg	Manual	NA	Field	Total	Soaking	200		0.625004416	724	5.937445634	FLC-FA-FA2012-3-ITS-37	0.618460595	208	4.76241853	3.480769231
FLC-JM-JM2012-1-16S-13	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flageolet Chevrier	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	France	Manual	NA	Field	Total	Soaking	200		0.642462655	545	5.840057757	FLC-JM-JM2012-1-ITS-13	0.378574028	104	2.536612451	5.240384615
FLC-JM-JM2012-2-16S-25	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flageolet Chevrier	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	France	Manual	NA	Field	Total	Soaking	200		0.752678607	1068	7.572470597	FLC-JM-JM2012-2-ITS-25	0.246898502	87	1.590753098	12.27586207
FLC-JM-JM2012-3-16S-32	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flageolet Chevrier	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	France	Manual	NA	Field	Total	Soaking	200		0.426114706	343	3.588765651	FLC-JM-JM2012-3-ITS-32	0.385610524	135	2.728894567	2.540740741
RDB-FA-FA2012-1-16S-13	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Roi des Belges	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	Luxembourg	Manual	NA	Field	Total	Soaking	200		0.095626862	54	0.550321833	RDB-FA-FA2012-1-ITS-13	0.573306232	193	4.352802938	0.279792746
RDB-FA-FA2012-2-16S-27	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Roi des Belges	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	Luxembourg	Manual	NA	Field	Total	Soaking	200		0.510189978	91	3.320211604	RDB-FA-FA2012-2-ITS-27	0.489136719	156	3.56355774	0.583333333
RDB-FA-FA2012-3-16S-33	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Roi des Belges	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	Luxembourg	Manual	NA	Field	Total	Soaking	200		0.071867169	79	0.453034878	RDB-FA-FA2012-3-ITS-33	0.556259997	214	4.306268405	0.369158879
RDB-JM-JM2012-1-16S-14	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Roi des Belges	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	France	Manual	NA	Field	Total	Soaking	200		0.006551759	10	0.021764471	RDB-JM-JM2012-1-ITS-14	0.540564661	136	3.83123195	0.073529412
RDB-JM-JM2012-2-16S-22	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Roi des Belges	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	France	Manual	NA	Field	Total	Soaking	200		0.478722396	672	4.496312697	RDB-JM-JM2012-2-ITS-22	0.531130645	243	4.209110775	2.765432099
RDB-JM-JM2012-3-16S-31	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Roi des Belges	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	France	Manual	NA	Field	Total	Soaking	200		0.757850804	903	7.441020397	RDB-JM-JM2012-3-ITS-31	0.25525677	88	1.648813649	10.26136364
RDC-JM-JM2012-2-16S-23	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Rognon de Coq	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	France	Manual	NA	Field	Total	Soaking	200		0.647948141	1110	6.554866263	RDC-JM-JM2012-2-ITS-23	0.381536173	224	2.97878832	4.955357143
RDC-JM-JM2012-3-16S-33	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Rognon de Coq	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	France	Manual	NA	Field	Total	Soaking	200		0.275300724	249	2.191394297	RDC-JM-JM2012-3-ITS-33	0.51443615	146	3.698705666	1.705479452
RDC-PC-PC2012-1-16S-na	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Rognon de Coq	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	NA	Manual	NA	Field	Total	Soaking	200		0.208518165	97	1.376201713	RDC-PC-PC2012-1-ITS-na	0.631213691	340	5.308122692	0.285294118
SES-FA-FA2012-1-16S-18	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Saint-Esprit	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	Luxembourg	Manual	NA	Field	Total	Soaking	200		0.096913118	71	0.595991168	SES-FA-FA2012-1-ITS-18	0.597688928	210	4.610719137	0.338095238
SES-FA-FA2012-1-16S-na	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Saint-Esprit	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	Luxembourg	Manual	NA	Field	Total	Soaking	200		0.15703748	64	0.942224878	SES-FA-FA2012-1-ITS-na	0.637350973	351	5.389011031	0.182336182
SES-FA-FA2012-2-16S-29	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Saint-Esprit	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	Luxembourg	Manual	NA	Field	Total	Soaking	200		0.61646663	1376	6.427444293	SES-FA-FA2012-2-ITS-29	0.613466307	286	5.005806135	4.811188811
SES-FA-FA2012-3-16S-34	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Saint-Esprit	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	Luxembourg	Manual	NA	Field	Total	Soaking	200		0.088940609	117	0.611054422	SES-FA-FA2012-3-ITS-34	0.499329239	221	3.888727455	0.529411765
SES-FA-MB2012-1-16S-na	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Saint-Esprit	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	Luxembourg	Manual	NA	Field	Total	Soaking	200		0.188000492	41	1.007222415	SES-FA-MB2012-1-ITS-na	0.58126473	423	5.071252186	0.096926714
SES-JM-JM2012-1-16S-11	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Saint-Esprit	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	France	Manual	NA	Field	Total	Soaking	200		0.616094744	795	5.935956444	SES-JM-JM2012-1-ITS-11	0.429939377	177	3.210617675	4.491525424
SES-JM-JM2012-2-16S-26	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Saint-Esprit	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	France	Manual	NA	Field	Total	Soaking	200		0.027957462	58	0.163774283	SES-JM-JM2012-2-ITS-26	0.485895652	120	3.356028106	0.483333333
SES-JM-JM2012-3-16S-35	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Saint-Esprit	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	France	Manual	NA	Field	Total	Soaking	200		0.509365104	762	4.876481798	SES-JM-JM2012-3-ITS-35	0.466456126	214	3.611054698	3.560747664
SES-MB-BM2012-1-16S-na	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Saint-Esprit	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	NA	Manual	NA	Field	Total	Soaking	200		0.452919437	355	3.836986365	SES-MB-BM2012-1-ITS-na	0.32923223	172	2.444965706	2.063953488
SES-MB-FA2012-1-16S-na	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Saint-Esprit	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	NA	Manual	NA	Field	Total	Soaking	200		0.066444838	139	0.473016883	SES-MB-FA2012-1-ITS-na	0.390455872	192	2.961593146	0.723958333
SES-MB-MB2012-1-16S-na	29122	Klaedtke_S_2016	Klaedtke et al 2016	PRJEB8866	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Saint-Esprit	Seed		Illumina MiSeq	PAIRED	Bean--Klaedtke_S_2016		2014	NA	Manual	NA	Field	Total	Soaking	200		0.050492006	85	0.323623006	SES-MB-MB2012-1-ITS-na	0.590368315	345	4.977072064	0.246376812
16S-AP-NIC-D-1000	2692	Lecorff_J_2018	unpublished	None	IRHS	16S rRNA-V4	Alliaria petiolata	Brassicaceae	Alliaria petiolata	Unknown	Seed	St. Nicolas 	Illumina MiSeq	PAIRED	Alliaria petiolata--Lecorff_J_2018		2018	France	Manual	None	Field	Surface-disinfected	Soaking	1000		0.463725965	23	2.097693135	ITS-AP-NIC-D-1000	0.686918808	8	2.060756423	2.875
16S-AP-NIC-ND-1000	2692	Lecorff_J_2018	unpublished	None	IRHS	16S rRNA-V4	Alliaria petiolata	Brassicaceae	Alliaria petiolata	Unknown	Seed	St. Nicolas 	Illumina MiSeq	PAIRED	Alliaria petiolata--Lecorff_J_2018		2018	France	Manual	None	Field	Total	Soaking	1000		0.697185071	55	4.03067768	ITS-AP-NIC-ND-1000	0.730501865	62	4.349551507	0.887096774
16S-AP-PIG-D-1000	2692	Lecorff_J_2018	unpublished	None	IRHS	16S rRNA-V4	Alliaria petiolata	Brassicaceae	Alliaria petiolata	Unknown	Seed	Pignerolle	Illumina MiSeq	PAIRED	Alliaria petiolata--Lecorff_J_2018		2018	France	Manual	None	Field	Surface-disinfected	Soaking	1000		0.629910554	24	2.888116267	ITS-AP-PIG-D-1000	0.837495165	14	3.188641339	1.714285714
16S-AP-PIG-ND-966	2692	Lecorff_J_2018	unpublished	None	IRHS	16S rRNA-V4	Alliaria petiolata	Brassicaceae	Alliaria petiolata	Unknown	Seed	Pignerolle	Illumina MiSeq	PAIRED	Alliaria petiolata--Lecorff_J_2018		2018	France	Manual	None	Field	Total	Soaking	1000		0.606883636	41	3.251410642	ITS-AP-PIG-ND-966	0.722019844	49	4.053931924	0.836734694
16S-AP-VEL2-D-1000	2692	Lecorff_J_2018	unpublished	None	IRHS	16S rRNA-V4	Alliaria petiolata	Brassicaceae	Alliaria petiolata	Unknown	Seed	Velp2	Illumina MiSeq	PAIRED	Alliaria petiolata--Lecorff_J_2018		2018	Netherlands	Manual	None	Field	Surface-disinfected	Soaking	1000		0.422948721	48	2.362152746	ITS-AP-VEL2-D-1000	0.714454491	11	2.471606456	4.363636364
16S-AP-VEL2-ND-1000	2692	Lecorff_J_2018	unpublished	None	IRHS	16S rRNA-V4	Alliaria petiolata	Brassicaceae	Alliaria petiolata	Unknown	Seed	Velp2	Illumina MiSeq	PAIRED	Alliaria petiolata--Lecorff_J_2018		2018	Netherlands	Manual	None	Field	Total	Soaking	1000		0.376499786	47	2.091301514	ITS-AP-VEL2-ND-1000	0.613291662	37	3.194914312	1.27027027
16S-AP-Veluwe-D-1000	2692	Lecorff_J_2018	unpublished	None	IRHS	16S rRNA-V4	Alliaria petiolata	Brassicaceae	Alliaria petiolata	Unknown	Seed	Veluwe	Illumina MiSeq	PAIRED	Alliaria petiolata--Lecorff_J_2018		2018	Netherlands	Manual	None	Field	Surface-disinfected	Soaking	1000		0.516803655	44	2.821454215	ITS-AP-Veluwe-D-1000	0.646042793	6	1.669996395	7.333333333
16S-AP-Veluwe-ND-1000	2692	Lecorff_J_2018	unpublished	None	IRHS	16S rRNA-V4	Alliaria petiolata	Brassicaceae	Alliaria petiolata	Unknown	Seed	Veluwe	Illumina MiSeq	PAIRED	Alliaria petiolata--Lecorff_J_2018		2018	Netherlands	Manual	None	Field	Total	Soaking	1000		0.398539043	68	2.426091615	ITS-AP-Veluwe-ND-1000	0.450454618	24	2.065317532	2.833333333
16S-AT-ARN-D-1000	2692	Lecorff_J_2018	unpublished	None	IRHS	16S rRNA-V4	Arabidopsis thaliana	Brassicaceae	Arabidopsis thaliana	Unknown	Seed	Arnhem	Illumina MiSeq	PAIRED	Arabidopsis thaliana--Lecorff_J_2018		2018	Netherlands	Manual	None	Field	Surface-disinfected	Soaking	1000		0.381520848	40	2.030426519	ITS-AT-ARN-D-1000	0.810563405	21	3.560251766	1.904761905
16S-AT-ARN-ND-1000	2692	Lecorff_J_2018	unpublished	None	IRHS	16S rRNA-V4	Arabidopsis thaliana	Brassicaceae	Arabidopsis thaliana	Unknown	Seed	Arnhem	Illumina MiSeq	PAIRED	Arabidopsis thaliana--Lecorff_J_2018		2018	Netherlands	Manual	None	Field	Total	Soaking	1000		0.372556057	43	2.021587802	ITS-AT-ARN-ND-1000	0.844378301	6	2.182686246	7.166666667
16S-AT-BOU-D-1000	2692	Lecorff_J_2018	unpublished	None	IRHS	16S rRNA-V4	Arabidopsis thaliana	Brassicaceae	Arabidopsis thaliana	Unknown	Seed	Bouchemaine	Illumina MiSeq	PAIRED	Arabidopsis thaliana--Lecorff_J_2018		2018	France	Manual	None	Field	Surface-disinfected	Soaking	1000		0.341928725	48	1.909659108	ITS-AT-BOU-D-1000	0.636395722	4	1.272791444	12
16S-AT-BOU-ND-1000	2692	Lecorff_J_2018	unpublished	None	IRHS	16S rRNA-V4	Arabidopsis thaliana	Brassicaceae	Arabidopsis thaliana	Unknown	Seed	Bouchemaine	Illumina MiSeq	PAIRED	Arabidopsis thaliana--Lecorff_J_2018		2018	France	Manual	None	Field	Total	Soaking	1000		0.429275942	54	2.470434756	ITS-AT-BOU-ND-1000	0.670113855	9	2.124210662	6
16S-AT-DOM-D-1000	2692	Lecorff_J_2018	unpublished	None	IRHS	16S rRNA-V4	Arabidopsis thaliana	Brassicaceae	Arabidopsis thaliana	Unknown	Seed	ACO	Illumina MiSeq	PAIRED	Arabidopsis thaliana--Lecorff_J_2018		2018	France	Manual	None	Field	Surface-disinfected	Soaking	1000		0.237552129	42	1.280956482	ITS-AT-DOM-D-1000	0.791443485	12	2.837295217	3.5
16S-AT-DOM-ND-1000	2692	Lecorff_J_2018	unpublished	None	IRHS	16S rRNA-V4	Arabidopsis thaliana	Brassicaceae	Arabidopsis thaliana	Unknown	Seed	ACO	Illumina MiSeq	PAIRED	Arabidopsis thaliana--Lecorff_J_2018		2018	France	Manual	None	Field	Total	Soaking	1000		0.336289492	42	1.813379687	ITS-AT-DOM-ND-1000	0.673562316	8	2.020686948	5.25
