SampleID	Seq_number_Subset2	Study_ID	Publication	study_accession	Study_Origin	Gene	Plant_species	Family	Plant	Genotype	Habitat	Condition	instrument_model	library_layout	PlantbyStudy	sample_title	Year	Country	Harvest	Inoculation	Site	Seed_fraction	Microbe_collection	Seed_number	Seed_mass_g	bray1	bray2	pielou_e	faith_pd	jaccard1	jaccard2	observed_otus	shannon	unweighted1	unweighted2	weighted1	weighted2
SRR7141449	5724	Escobar-Rodriguez_C_2018	Escobar-Rodriguez et al 2018	PRJNA470571	Austrian Institute of Technology GmbH	16S rRNA-V5-V6	Setaria viridis	Poaceae	Setaria viridis	Unknown	Seed	L4	Illumina MiSeq	PAIRED	Setaria viridis--Escobar-Rodriguez_C_2018	L4Sv_panicle_replicate1	2013	Austria	Manual	None	Field	Surface-disinfected	Grinding		0.5	0.151900265	-0.302979631	0.584108048	13.05317868	0.135491631	-0.114811853	64	3.504648291	-0.181809653	0.2294212	0.137189522	0.053004651
SRR7141450	5724	Escobar-Rodriguez_C_2018	Escobar-Rodriguez et al 2018	PRJNA470571	Austrian Institute of Technology GmbH	16S rRNA-V5-V6	Setaria viridis	Poaceae	Setaria viridis	Unknown	Seed	L4	Illumina MiSeq	PAIRED	Setaria viridis--Escobar-Rodriguez_C_2018	L4Sv_panicle_replicate2	2013	Austria	Manual	None	Field	Surface-disinfected	Grinding		0.5	0.252820307	-0.168228973	0.719458695	7.648523379	0.17372412	-0.147779774	45	3.951161463	0.154953966	0.034501112	0.133804523	0.070538498
SRR7141453	5724	Escobar-Rodriguez_C_2018	Escobar-Rodriguez et al 2018	PRJNA470571	Austrian Institute of Technology GmbH	16S rRNA-V5-V6	Setaria pumila	Poaceae	Setaria pumila	Unknown	Seed	L4	Illumina MiSeq	PAIRED	Setaria pumila--Escobar-Rodriguez_C_2018	L4Sp_panicle_replicate3	2013	Austria	Manual	None	Field	Surface-disinfected	Grinding		0.5	0.283978068	-0.262456943	0.592207128	7.701936999	0.053996711	-0.114183929	29	2.876930973	0.142260958	0.033098951	0.162931358	0.099163917
SRR7141457	5724	Escobar-Rodriguez_C_2018	Escobar-Rodriguez et al 2018	PRJNA470571	Austrian Institute of Technology GmbH	16S rRNA-V5-V6	Setaria viridis	Poaceae	Setaria viridis	Unknown	Seed	S1	Illumina MiSeq	PAIRED	Setaria viridis--Escobar-Rodriguez_C_2018	S1Sv_panicle_replicate2	2013	Austria	Manual	None	Field	Surface-disinfected	Grinding		0.5	-0.487625218	-0.07918276	0.493048085	8.18071456	-0.100316933	-0.171292923	35	2.528983166	0.122497146	0.044108553	-0.029139556	-0.156563221
SRR7141458	5724	Escobar-Rodriguez_C_2018	Escobar-Rodriguez et al 2018	PRJNA470571	Austrian Institute of Technology GmbH	16S rRNA-V5-V6	Setaria viridis	Poaceae	Setaria viridis	Unknown	Seed	S1	Illumina MiSeq	PAIRED	Setaria viridis--Escobar-Rodriguez_C_2018	S1Sv_panicle_replicate1	2013	Austria	Manual	None	Field	Surface-disinfected	Grinding		0.5	-0.531249819	0.00384419	0.471381823	9.781357969	-0.077485593	-0.022458062	56	2.737481547	-0.001533346	-0.083229665	-0.068969014	-0.156654
SRR7141461	5724	Escobar-Rodriguez_C_2018	Escobar-Rodriguez et al 2018	PRJNA470571	Austrian Institute of Technology GmbH	16S rRNA-V5-V6	Setaria viridis	Poaceae	Setaria viridis	Unknown	Seed	L11	Illumina MiSeq	PAIRED	Setaria viridis--Escobar-Rodriguez_C_2018	L11Sv_panicle_replicate2	2013	Austria	Manual	None	Field	Surface-disinfected	Grinding		0.5	-0.345884486	-0.109132356	0.694120822	11.03986154	0.055171216	-0.116701171	96	4.570759584	-0.004006604	-0.043209185	-0.008187894	-0.078388021
SRR7141462	5724	Escobar-Rodriguez_C_2018	Escobar-Rodriguez et al 2018	PRJNA470571	Austrian Institute of Technology GmbH	16S rRNA-V5-V6	Setaria viridis	Poaceae	Setaria viridis	Unknown	Seed	L11	Illumina MiSeq	PAIRED	Setaria viridis--Escobar-Rodriguez_C_2018	L11Sv_panicle_replicate1	2013	Austria	Manual	None	Field	Surface-disinfected	Grinding		0.5	-0.535380337	-0.007132989	0.574364751	10.74592422	-0.071930517	0.028950515	59	3.378782811	-0.032905804	-0.086019808	-0.055963043	-0.162430442
SRR7141464	5724	Escobar-Rodriguez_C_2018	Escobar-Rodriguez et al 2018	PRJNA470571	Austrian Institute of Technology GmbH	16S rRNA-V5-V6	Setaria viridis	Poaceae	Setaria viridis	Unknown	Seed	L11	Illumina MiSeq	PAIRED	Setaria viridis--Escobar-Rodriguez_C_2018	L11Sv_panicle_replicate3	2013	Austria	Manual	None	Field	Surface-disinfected	Grinding		0.5	-0.529947198	0.022223865	0.576386816	10.95918427	-0.051113692	-0.090336823	68	3.508733327	-0.050313191	-0.097819807	-0.083214021	-0.149958089
SRR7141470	5724	Escobar-Rodriguez_C_2018	Escobar-Rodriguez et al 2018	PRJNA470571	Austrian Institute of Technology GmbH	16S rRNA-V5-V6	Setaria viridis	Poaceae	Setaria viridis	Unknown	Seed	B3	Illumina MiSeq	PAIRED	Setaria viridis--Escobar-Rodriguez_C_2018	B3Sv_panicle_replicate3	2013	Austria	Manual	None	Field	Surface-disinfected	Grinding		0.5	0.116734468	0.085760525	0.771580308	10.20816781	-0.249599401	-0.169766947	65	4.646740414	0.054731977	0.099034864	-0.02372441	0.075001447
SRR7141472	5724	Escobar-Rodriguez_C_2018	Escobar-Rodriguez et al 2018	PRJNA470571	Austrian Institute of Technology GmbH	16S rRNA-V5-V6	Setaria viridis	Poaceae	Setaria viridis	Unknown	Seed	B4	Illumina MiSeq	PAIRED	Setaria viridis--Escobar-Rodriguez_C_2018	B4Sv_panicle_replicate3	2013	Austria	Manual	None	Field	Surface-disinfected	Grinding		0.5	-0.080171656	0.476899579	0.422670028	10.03141275	-0.38654274	-0.02185354	42	2.279170956	0.054507392	0.120688432	-0.358275819	0.19865973
SRR7141473	5724	Escobar-Rodriguez_C_2018	Escobar-Rodriguez et al 2018	PRJNA470571	Austrian Institute of Technology GmbH	16S rRNA-V5-V6	Setaria viridis	Poaceae	Setaria viridis	Unknown	Seed	B4	Illumina MiSeq	PAIRED	Setaria viridis--Escobar-Rodriguez_C_2018	B4Sv_panicle_replicate2	2013	Austria	Manual	None	Field	Surface-disinfected	Grinding		0.5	-0.073180246	0.479674736	0.567584922	13.08785774	-0.306267238	-0.071387813	46	3.135090481	-0.16085633	0.342909535	-0.334293248	0.081542852
SRR7141474	5724	Escobar-Rodriguez_C_2018	Escobar-Rodriguez et al 2018	PRJNA470571	Austrian Institute of Technology GmbH	16S rRNA-V5-V6	Setaria viridis	Poaceae	Setaria viridis	Unknown	Seed	B4	Illumina MiSeq	PAIRED	Setaria viridis--Escobar-Rodriguez_C_2018	B4Sv_panicle_replicate1	2013	Austria	Manual	None	Field	Surface-disinfected	Grinding		0.5	-0.001006135	0.193256734	0.777382672	23.43765649	-0.048113517	0.167648712	333	6.513983548	-0.447367102	0.129766576	-0.146351052	0.043895095
SRR8940631	3099	Escobar-Rodriguez_C_2019	Escobar-Rodriguez et al 2019	PRJNA534478	Austrian Institute of Technology GmbH	16S rRNA-V5-V6	Setaria viridis	Poaceae	Setaria viridis	A10.1	Seed	Generation2	Illumina MiSeq	PAIRED	Setaria viridis--Escobar-Rodriguez_C_2019	G2.E2.3		Austria	Manual	None	Greenhouse	Surface-disinfected	Grinding	20		-0.182316498	-0.276035181	0.755686069	14.81795338	-0.046075302	-0.113828683	94	4.953211486	0.247796693	-0.135423285	-0.018754876	0.087468436
SRR8940632	3099	Escobar-Rodriguez_C_2019	Escobar-Rodriguez et al 2019	PRJNA534478	Austrian Institute of Technology GmbH	16S rRNA-V5-V6	Setaria viridis	Poaceae	Setaria viridis	A10.1	Seed	Generation1	Illumina MiSeq	PAIRED	Setaria viridis--Escobar-Rodriguez_C_2019	G1.A.3		Austria	Manual	None	Greenhouse	Surface-disinfected	Grinding	20		-0.194900764	-0.273743068	0.674086603	10.80767362	0.073032502	-0.199237915	99	4.468760485	0.087977418	0.194207412	-0.222439974	0.080075627
SRR8940633	3099	Escobar-Rodriguez_C_2019	Escobar-Rodriguez et al 2019	PRJNA534478	Austrian Institute of Technology GmbH	16S rRNA-V5-V6	Setaria viridis	Poaceae	Setaria viridis	A10.1	Seed	Generation1	Illumina MiSeq	PAIRED	Setaria viridis--Escobar-Rodriguez_C_2019	G1.A.2		Austria	Manual	None	Greenhouse	Surface-disinfected	Grinding	20		-0.243298263	-0.124407629	0.430867106	8.900768901	0.053574622	-0.204924244	113	2.938590769	0.029088763	0.199101476	-0.343549466	0.140297071
SRR8940634	3099	Escobar-Rodriguez_C_2019	Escobar-Rodriguez et al 2019	PRJNA534478	Austrian Institute of Technology GmbH	16S rRNA-V5-V6	Setaria viridis	Poaceae	Setaria viridis	A10.1	Seed	Generation2	Illumina MiSeq	PAIRED	Setaria viridis--Escobar-Rodriguez_C_2019	G2.E4.1		Austria	Manual	None	Greenhouse	Surface-disinfected	Grinding	20		-0.198230935	-0.318617199	0.739073293	13.32793178	0.019776915	-0.202636652	79	4.658955998	0.287918167	-0.104633078	-0.041439531	0.095925384
SRR8940639	3099	Escobar-Rodriguez_C_2019	Escobar-Rodriguez et al 2019	PRJNA534478	Austrian Institute of Technology GmbH	16S rRNA-V5-V6	Setaria viridis	Poaceae	Setaria viridis	A10.1	Seed	Generation2	Illumina MiSeq	PAIRED	Setaria viridis--Escobar-Rodriguez_C_2019	G2.H1.3		Austria	Manual	None	Greenhouse	Surface-disinfected	Grinding	20		-0.244323931	-0.333045689	0.665355958	9.481149191	0.024137728	-0.185311071	60	3.93018485	0.046606291	0.143298984	-0.010814075	0.075965743
SRR8940640	3099	Escobar-Rodriguez_C_2019	Escobar-Rodriguez et al 2019	PRJNA534478	Austrian Institute of Technology GmbH	16S rRNA-V5-V6	Setaria viridis	Poaceae	Setaria viridis	A10.1	Seed	Generation0	Illumina MiSeq	PAIRED	Setaria viridis--Escobar-Rodriguez_C_2019	G0.2		Austria	Manual	None	Greenhouse	Surface-disinfected	Grinding	20		-0.267155226	-0.287214074	0.63047859	9.144380617	0.019378011	-0.194726947	92	4.112966142	-0.014153091	0.150823579	-0.251259061	0.036982297
SRR8940641	3099	Escobar-Rodriguez_C_2019	Escobar-Rodriguez et al 2019	PRJNA534478	Austrian Institute of Technology GmbH	16S rRNA-V5-V6	Setaria viridis	Poaceae	Setaria viridis	A10.1	Seed	Generation0	Illumina MiSeq	PAIRED	Setaria viridis--Escobar-Rodriguez_C_2019	G0.3		Austria	Manual	None	Greenhouse	Surface-disinfected	Grinding	20		-0.198706672	-0.274885336	0.63595045	12.33032947	0.080521226	-0.223997672	95	4.178102628	0.260186487	-0.048784926	-0.229032446	0.064832169
SRR8940642	3099	Escobar-Rodriguez_C_2019	Escobar-Rodriguez et al 2019	PRJNA534478	Austrian Institute of Technology GmbH	16S rRNA-V5-V6	Setaria viridis	Poaceae	Setaria viridis	A10.1	Seed	Generation3	Illumina MiSeq	PAIRED	Setaria viridis--Escobar-Rodriguez_C_2019	G3.H3.1.3		Austria	Manual	None	Greenhouse	Surface-disinfected	Grinding	20		0.424566837	0.096600182	0.324198117	7.90397115	0.142183728	0.127466313	60	1.915002807	-0.075536503	0.029302413	0.189299429	0.039119347
SRR8940643	3099	Escobar-Rodriguez_C_2019	Escobar-Rodriguez et al 2019	PRJNA534478	Austrian Institute of Technology GmbH	16S rRNA-V5-V6	Setaria viridis	Poaceae	Setaria viridis	A10.1	Seed	Generation2	Illumina MiSeq	PAIRED	Setaria viridis--Escobar-Rodriguez_C_2019	G2.H2.1		Austria	Manual	None	Greenhouse	Surface-disinfected	Grinding	20		-0.237718401	-0.303185338	0.700072	9.204731192	0.049646649	-0.183950564	55	4.047368057	0.019717109	0.089950644	0.051955209	0.013226792
SRR8940644	3099	Escobar-Rodriguez_C_2019	Escobar-Rodriguez et al 2019	PRJNA534478	Austrian Institute of Technology GmbH	16S rRNA-V5-V6	Setaria viridis	Poaceae	Setaria viridis	A10.1	Seed	Generation2	Illumina MiSeq	PAIRED	Setaria viridis--Escobar-Rodriguez_C_2019	G2.H1.1		Austria	Manual	None	Greenhouse	Surface-disinfected	Grinding	20		-0.235598258	-0.272190148	0.654985548	11.1235217	0.0627525	-0.172351605	79	4.128885285	0.07990483	0.183435092	0.019061736	-0.052326106
SRR8940645	3099	Escobar-Rodriguez_C_2019	Escobar-Rodriguez et al 2019	PRJNA534478	Austrian Institute of Technology GmbH	16S rRNA-V5-V6	Setaria viridis	Poaceae	Setaria viridis	A10.1	Seed	Generation2	Illumina MiSeq	PAIRED	Setaria viridis--Escobar-Rodriguez_C_2019	G2.H1.2		Austria	Manual	None	Greenhouse	Surface-disinfected	Grinding	20		-0.230929169	-0.298535292	0.794256003	11.75001986	0.007687884	-0.180549043	91	5.168854957	0.086582689	0.102822984	-0.111283859	0.077417263
SRR8940646	3099	Escobar-Rodriguez_C_2019	Escobar-Rodriguez et al 2019	PRJNA534478	Austrian Institute of Technology GmbH	16S rRNA-V5-V6	Setaria viridis	Poaceae	Setaria viridis	A10.1	Seed	Generation2	Illumina MiSeq	PAIRED	Setaria viridis--Escobar-Rodriguez_C_2019	G2.H2.2		Austria	Manual	None	Greenhouse	Surface-disinfected	Grinding	20		-0.219806661	-0.321566685	0.666158651	12.70876898	0.065566194	-0.114171626	60	3.934926274	0.266690255	-0.15211698	0.00103429	0.127036865
SRR8940647	3099	Escobar-Rodriguez_C_2019	Escobar-Rodriguez et al 2019	PRJNA534478	Austrian Institute of Technology GmbH	16S rRNA-V5-V6	Setaria viridis	Poaceae	Setaria viridis	A10.1	Seed	Generation2	Illumina MiSeq	PAIRED	Setaria viridis--Escobar-Rodriguez_C_2019	G2.H2.3		Austria	Manual	None	Greenhouse	Surface-disinfected	Grinding	20		-0.237121219	-0.336843371	0.695953587	7.359145676	0.071486606	-0.093509521	47	3.865736033	-0.062965521	0.053575985	0.019335991	0.065826652
SRR8940648	3099	Escobar-Rodriguez_C_2019	Escobar-Rodriguez et al 2019	PRJNA534478	Austrian Institute of Technology GmbH	16S rRNA-V5-V6	Setaria viridis	Poaceae	Setaria viridis	A10.1	Seed	Generation2	Illumina MiSeq	PAIRED	Setaria viridis--Escobar-Rodriguez_C_2019	G2.A1.3		Austria	Manual	None	Greenhouse	Surface-disinfected	Grinding	20		-0.188701035	-0.309062948	0.798190912	9.086360846	0.08025264	-0.080300542	57	4.655759797	0.010244196	0.17453341	-0.034090886	0.113033647
SRR8940649	3099	Escobar-Rodriguez_C_2019	Escobar-Rodriguez et al 2019	PRJNA534478	Austrian Institute of Technology GmbH	16S rRNA-V5-V6	Setaria viridis	Poaceae	Setaria viridis	A10.1	Seed	Generation2	Illumina MiSeq	PAIRED	Setaria viridis--Escobar-Rodriguez_C_2019	G2.A2.1		Austria	Manual	None	Greenhouse	Surface-disinfected	Grinding	20		-0.441650143	0.531385648	0.603077086	6.963298115	-0.518982379	0.067716504	62	3.590839361	-0.31247623	-0.14986979	-0.176483548	-0.121408915
SRR8940650	3099	Escobar-Rodriguez_C_2019	Escobar-Rodriguez et al 2019	PRJNA534478	Austrian Institute of Technology GmbH	16S rRNA-V5-V6	Setaria viridis	Poaceae	Setaria viridis	A10.1	Seed	Generation1	Illumina MiSeq	PAIRED	Setaria viridis--Escobar-Rodriguez_C_2019	G1.H.2		Austria	Manual	None	Greenhouse	Surface-disinfected	Grinding	20		-0.266633868	-0.324822514	0.593971197	8.463028324	0.066008557	-0.195713582	84	3.796852432	-0.09003733	0.133762589	-0.26175345	0.037115434
SRR8940651	3099	Escobar-Rodriguez_C_2019	Escobar-Rodriguez et al 2019	PRJNA534478	Austrian Institute of Technology GmbH	16S rRNA-V5-V6	Setaria viridis	Poaceae	Setaria viridis	A10.1	Seed	Generation1	Illumina MiSeq	PAIRED	Setaria viridis--Escobar-Rodriguez_C_2019	G1.H.3		Austria	Manual	None	Greenhouse	Surface-disinfected	Grinding	20		-0.251391667	-0.306227761	0.660737611	10.31122467	0.067719135	-0.178558096	97	4.360810644	0.027117528	0.190483895	-0.23339261	0.050298427
