SV	Group	Taxonomy	Confidence	Gene	Kingdom	Phylum	Class	Order	Family	Genus	Species	Taxon	Core_Specific_Plant
4329dc026d982b7a9c221f3e1b7ef06f	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Scytalidium;s__Scytalidium_lignicola	0.999640055	ITS1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Scytalidium	Scytalidium_lignicola		
4346c919adfb9d6c4d5861ee56467708	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae	0.801928568	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae				
4349941694e79910a90a38bbe0f60f58	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae	0.999964855	ITS1	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae				
4356035ab06ca6eb9018d8de87f57aff	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Devriesia;s__unidentified	0.99997185	ITS1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Devriesia	unidentified		
435f4a522fc1ac30a8a62d1c9f264961	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Acremonium;s__Acremonium_furcatum	0.983540811	ITS1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Acremonium_furcatum		
43628799632a8edd1c73e6276d535404	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae;g__Sclerotinia	0.9169162	ITS1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia			
436417cc81f44604c06c3bdf2917895a	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Sphaerulina;s__Sphaerulina_pseudovirgaureae	0.906370776	ITS1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Sphaerulina	Sphaerulina_pseudovirgaureae		
4370a59d4766d4d45fb471b04b7651ff	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Beauveria;s__Beauveria_bassiana	0.991778722	ITS1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Beauveria_bassiana		
437820cb8fb9993e0084f0f9e21a525c	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_lolii	0.988090627	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_lolii		
437e3ba56cf0d3419ed6641d7a3f85e6	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Clonostachys;s__unidentified	0.963505759	ITS1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	unidentified		
439c05a5eff3abdfa20317ee5cba351a	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__unidentified;s__unidentified	0.865828187	ITS1	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	unidentified	unidentified		
43a51864e3b5f010dd6c62a449a0a2f9	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales	0.818942989	ITS1	Fungi	Ascomycota	Sordariomycetes	Hypocreales					
43a7540890886232e02b2c933160810a	1	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Saccharomyces	0.999985476	ITS1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces			
43b26b996744b0ed36d1e5e521b650ad	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Humicola;s__Humicola_nigrescens	0.91407334	ITS1	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	Humicola_nigrescens		
43bf310a7527645fc1f579a82c2d5f6d	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae	0.999966015	ITS1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae				
43c527cf304c7781960ab0c4595fbef2	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_metachromatica	0.91784544	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_metachromatica		
43d14344bbee316db08849bc05e1e5e8	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales	0.999999829	ITS1	Fungi	Ascomycota	Leotiomycetes	Helotiales					
43f6b2f36a363ae8731d83c84f4352f7	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Gibberella	0.731124154	ITS1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella			
4403da51ae4e058933efbcf89cb4ad4d	1	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales	0.750065278	ITS1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales					
4404eb03315285d6e7ca0f5bc254eea7	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__Exophiala_radicis	0.999904624	ITS1	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_radicis		
4410ccf6acb820c8a390e0c78e436e2b	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Claviceps	0.999999923	ITS1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Claviceps			
44166f419f33a5c2a5289f56c87593e0	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Vibrisseaceae;g__Phialocephala;s__Phialocephala_humicola	0.999998459	ITS1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Vibrisseaceae	Phialocephala	Phialocephala_humicola		
44175a0c418921630437e1b1a3cbfaec	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__Exophiala_xenobiotica	0.999730804	ITS1	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_xenobiotica		
4437ad4b2b49ac398acc81c9467ddf65	1	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae;g__Geotrichum;s__unidentified	0.90013066	ITS1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Geotrichum	unidentified		
444febc0bf12b156d456c442486ccd60	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium	0.977568439	ITS1	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium			
446bf021465cde44eab86ebc36806c02	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Septoriella;s__Septoriella_pseudophragmitis	0.96538928	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Septoriella	Septoriella_pseudophragmitis		
447097b4a2728e7eb40f8d093bd7b918	1	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales	0.712850626	ITS1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales					
44874cc1e06188d2a88906227248c09f	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Stephanonectria;s__Stephanonectria_keithii	0.999912748	ITS1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Stephanonectria	Stephanonectria_keithii		
4491069685c0a8dd8077807cae177970	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__unidentified;s__unidentified	0.759628319	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	unidentified	unidentified		
44afd255dccaf89a086df45e524ee424	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Valsaceae	0.999971863	ITS1	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae				
44b4f5e8eb18b9c3a54cfbdc388140e4	1	k__Fungi;p__Ascomycota;c__Leotiomycetes	0.900879256	ITS1	Fungi	Ascomycota	Leotiomycetes						
44be63528c936e0f4d831da219a701e5	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Acremonium;s__Acremonium_alternatum	0.999974756	ITS1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Acremonium_alternatum		
44e7ce371f33cd4cc29ad0fb92ec4268	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae	0.999794742	ITS1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae				
44ece5e19ae76d209c94cc629a3f5ebf	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_perangustum	0.867372657	ITS1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_perangustum		
4503bf4881e37b9c9cd7d5944ccd42b8	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Verrucariales;f__Verrucariaceae	0.715852844	ITS1	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae				
4505b26712cf48c2af3834d86734d7ae	1	k__Fungi;p__Ascomycota	0.895323598	ITS1	Fungi	Ascomycota							
4518a069d1f3a7d6121a9f640d54e837	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Periconiaceae;g__Periconia;s__unidentified	0.996966937	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	unidentified		
4525beb0a6fbd15173b05a4f0a7a44d7	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Botryotrichum;s__Botryotrichum_atrogriseum	0.947425107	ITS1	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Botryotrichum	Botryotrichum_atrogriseum		
453f701e8c1457f4e917f8967380a797	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae;g__Dothiora;s__Dothiora_oleae	0.799478141	ITS1	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Dothiora	Dothiora_oleae		
4543fda22e9cceb2995299a95d6a02df	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Plectosphaerella;s__Plectosphaerella_cucumerina	0.997147922	ITS1	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	Plectosphaerella_cucumerina		
4548b41d6b1161a126e8fbf4215b9822	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Acremonium;s__Acremonium_furcatum	0.978637051	ITS1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Acremonium_furcatum		
45578cd65409ce2a096a70ea185b1810	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_metachromatica	0.999842641	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_metachromatica		
455e1088406ff5d0b2edcd432781fb96	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Pyrenochaetopsis;s__Pyrenochaetopsis_leptospora	0.993225415	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis	Pyrenochaetopsis_leptospora		
4563166007a571567417e4a3267ec48e	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus	0.978134331	ITS1	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus			
456950da55c1f54cae21baa7c145c6d9	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae	0.999925373	ITS1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae				
456b8113a4db5e12ab4664d019847128	1	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__unidentified;s__unidentified	0.846695196	ITS1	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	unidentified	unidentified		
458ee674d3c86546889f0753f9f83d98	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__unidentified	0.998413132	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	unidentified		
459c28389235e41dbd7b97feb050bcd3	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Gibberella;s__Gibberella_intricans	0.852314785	ITS1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Gibberella_intricans		
45ad4e2a8066fb082323ef057e4c46e0	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__unidentified;s__unidentified	0.913789045	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	unidentified	unidentified		
45b6a96fdaf2e182bb3d6b8536c5692c	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae;g__Pseudeurotium;s__unidentified	0.990321072	ITS1	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	unidentified		
45b6c3ddcfc8b94c0647d547d3cb391b	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__unidentified;g__unidentified;s__unidentified	0.949238752	ITS1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	unidentified	unidentified	unidentified		
45c5f2a7cddeb98aaae63d6b08a9d0d6	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Acremonium;s__Acremonium_persicinum	0.999997292	ITS1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Acremonium_persicinum		
45d797b409e23e154520242fd08a6dcf	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales	0.979350933	ITS1	Fungi	Ascomycota	Sordariomycetes	Hypocreales					
45e2d3937998cbe3da1f9ded67834f7a	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_caesiellus	0.983936668	ITS1	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_caesiellus		
45ec7b94c744db64597e7b54f9c96e36	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales	0.839887845	ITS1	Fungi	Ascomycota	Sordariomycetes	Sordariales					
45f285745cb0ea2d7285e5e6c7e740ab	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma_pubescens	0.902058236	ITS1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_pubescens		
45ff1903498fbadad85741e8402b9017	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Claviceps;s__Claviceps_purpurea	0.89857869	ITS1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Claviceps	Claviceps_purpurea		
460013aa0a66083f1ca88906d5b7aa24	1	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_sake	0.934273583	ITS1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	Candida_sake		
4608e6f295d32dffe3c69eb21ff538bf	1	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae;g__Dipodascus;s__Dipodascus_australiensis	0.982448994	ITS1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Dipodascus	Dipodascus_australiensis		
461ed0ebf6b3ff9d47296561601ccc67	1	k__Fungi;p__Ascomycota;c__Sordariomycetes	0.753931203	ITS1	Fungi	Ascomycota	Sordariomycetes						
4620a7b2efe6116f1787c64dce3d7d4e	1	k__Fungi;p__Ascomycota;c__Sordariomycetes	0.931239303	ITS1	Fungi	Ascomycota	Sordariomycetes						
4627166fea9d951c9ebe64ed1c58bcc1	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Acremonium;s__Acremonium_alternatum	0.971089963	ITS1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Acremonium_alternatum		
463969cec12c7a7dffe2c8c88b765c6d	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_metachromatica	0.999992489	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_metachromatica		
463bae459586252c871d2a6ecd820c40	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__unidentified;s__unidentified	0.811680304	ITS1	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	unidentified	unidentified		
463c2859183cbe5186d530aa52ce5483	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales	0.9989689	ITS1	Fungi	Ascomycota	Dothideomycetes	Capnodiales					
464641743b7326249ef4f45f78865995	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Cadophora	0.785045604	ITS1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Cadophora			
4660342400e629c3d6a52cf970238451	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium	0.997302819	ITS1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium			
4668c0fb2d64618b7131fd4ba697fbbf	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Neodevriesiaceae;g__Neodevriesia;s__Neodevriesia_modesta	0.999982023	ITS1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Neodevriesiaceae	Neodevriesia	Neodevriesia_modesta		
466a5cdc5cb2c68756ad5b5b09b28f51	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Erysiphales;f__Erysiphaceae;g__Erysiphe;s__Erysiphe_necator	0.999999336	ITS1	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	Erysiphe_necator		
467e7d0b27badd8ea83dec77d0284238	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Septoria;s__Septoria_campanulae	0.829876109	ITS1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Septoria	Septoria_campanulae		
4682279826fbd0f4d6252ad54e1e8020	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Pyrenochaetopsis;s__Pyrenochaetopsis_leptospora	0.979733484	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis	Pyrenochaetopsis_leptospora		
46b7647b98318473be0ce0c2f94aacf3	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_commune	0.96544916	ITS1	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_commune		
46ccaf45bce27772b41bce3a94e5aa2f	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Schizothecium	0.80056803	ITS1	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium			
46d561464acf5ba2e6e63d9a03732cd3	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Microascus;s__Microascus_atrogriseus	0.99994833	ITS1	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus	Microascus_atrogriseus		
46da45ca3373df8a99615531f6f2d9a7	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae	0.99916347	ITS1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae				
46e87239aa5621804920edbe488f0dfd	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_perangustum	0.907622853	ITS1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_perangustum		
46f8ff60179e2332a7ec38a1fb505084	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae	0.823296956	ITS1	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae				
46f9bfb48684f19ba4a81cec9f85286b	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_commune	0.876250536	ITS1	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_commune		
46fa59c22096774d73bd9c50417fea52	1	k__Fungi;p__Ascomycota;c__Sordariomycetes	0.991942748	ITS1	Fungi	Ascomycota	Sordariomycetes						
46ff602afe3740f798b623db2020c1af	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Pyrenophora;s__Pyrenophora_chaetomioides	0.909048244	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora	Pyrenophora_chaetomioides		
47035db8102a2fd2684876a585ea7ac7	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__unidentified;g__unidentified;s__unidentified	0.989065518	ITS1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	unidentified	unidentified	unidentified		
47041b38cec9e36ba596d307e8aa1e5c	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae	0.999999785	ITS1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae				
4707091c2a4e4c02803ac91df1716aac	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Acremonium	0.99642679	ITS1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium			
470aca0561d326249d69f5f3b65dcd25	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium	0.999762596	ITS1	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium			
470f8b2ae947bd1caf9342f319d684db	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	0.776413705	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales					
4714d77499bfa5678d51ae29b035b5b2	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_metachromatica	0.999619308	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_metachromatica		
4717d15030f3cfb3a076f3fc116f9b73	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria;s__unidentified	0.992855172	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	unidentified		
47424a3c584529e75763213002ef17cc	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_metachromatica	0.999220718	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_metachromatica		
47495dc29cf34d8982fff76e395cb30a	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_venenatum	0.969797075	ITS1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_venenatum		
474b756cee6c059be2eabcb2895e563b	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium	0.999950976	ITS1	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium			
47681b529fea315ef69f920ffb0346d6	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium	0.996893101	ITS1	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium			
47735d0d135a5c0daf09525391ffd15a	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales	0.999850234	ITS1	Fungi	Ascomycota	Leotiomycetes	Helotiales					
4776aa72e2b01c94ed20dd9217323b0b	1	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Debaryomycetaceae;g__Meyerozyma;s__Meyerozyma_guilliermondii	0.996462851	ITS1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Meyerozyma	Meyerozyma_guilliermondii		
4787ce1a95acb11ceb096338037dbbf0	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Calophoma;s__Calophoma_sandfjordenica	0.999533957	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Calophoma	Calophoma_sandfjordenica		
4793ad0572226ae632a0d62f861a0276	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusicolla;s__Fusicolla_septimanifiniscientiae	0.974533806	ITS1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusicolla	Fusicolla_septimanifiniscientiae		
47a1031ddf38623fea9c03119f9095ec	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Cadophora;s__Cadophora_gregata	0.980801935	ITS1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Cadophora	Cadophora_gregata		
47a9246da5603ba33184875888feb994	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales	0.9980184	ITS1	Fungi	Ascomycota	Leotiomycetes	Helotiales					
