SV	Group	Taxonomy	Confidence	Gene	Kingdom	Phylum	Class	Order	Family	Genus	Species	Taxon	Core_Specific_Plant
82296e76f994b0a5ad1eca6c16772bab	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_metachromatica	0.999926237	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_metachromatica	Alternaria metachromatica-1	Core
205b419fe116e41fadc024f224b081e2	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_metachromatica	0.999994725	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_metachromatica	Alternaria metachromatica-2	Core
b6d82aba922565d5f5d65e1f7ee61745	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_metachromatica	0.999836422	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_metachromatica	Alternaria metachromatica-3	Core
954c617d4484e7696d6ed6258d27dd27	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria	0.999999836	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria		Alternaria sp	Core
f43122d1b872ab9cd043b89c153fce62	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_perangustum	0.777027477	ITS1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_perangustum	Cladosporium perangustum-1	Core
b466bf8b0d7c95c9544178d269a5bbba	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Gibberella;s__Gibberella_acuminata	0.99639049	ITS1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Gibberella_acuminata	Gibberella acuminata	Core
1686e3ecc6e6580aac586bc21b037acc	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales	0.999179821	ITS1	Fungi	Ascomycota	Dothideomycetes	Capnodiales		Unclassified Capnodiales		Unclassified Capnodiales	Core
c8bf7e70d51c0c7b552f76a90b192ef3	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae	0.999928486	ITS1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Unclassified Sclerotiniaceae		Unclassified Sclerotiniaceae	Core
1eb18e3b421a69797a1ed159b09425bd	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria	0.999978057	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria			Core
2172a289ed7634cf09ec08bec77740f0	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria;s__unidentified	0.992811242	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	unidentified		Core
3a706eaaa422102c1e19bf373181291a	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Acremonium;s__Acremonium_alternatum	0.99997511	ITS1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Acremonium_alternatum		Core
66ffc9027c7046d5c021be1b68f9553b	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium	0.953577826	ITS1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium			Core
762c56a996244b82b633bded32dba4cd	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_perangustum	0.916334275	ITS1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_perangustum		Core
78fd8cb239f74f93e18b927ea682dee7	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Stemphylium;s__Stemphylium_vesicarium	0.74043925	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Stemphylium	Stemphylium_vesicarium		Core
9221f14e51b6043515db72b7b8901b68	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria	0.999653902	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria			Core
a0e837bd83d53c6b0b6f69c34a27ed89	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Acremonium;s__Acremonium_furcatum	0.99461932	ITS1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Acremonium_furcatum		Core
a354ee84d9806a2f840ca658f015a170	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Mycosphaerella;s__Mycosphaerella_calamagrostidis	0.99729863	ITS1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycosphaerella	Mycosphaerella_calamagrostidis		Core
b2844470cafccf795bd6bd5f951a7f1b	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Gibberella	0.746847038	ITS1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella			Core
be2d396d5a772c989d0d9f136c78c9bf	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_sporotrichioides	0.985384229	ITS1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_sporotrichioides		Core
cd61da468f291ccf2b8ea7b7ed2ff343	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Plectosphaerella;s__Plectosphaerella_cucumerina	0.996855297	ITS1	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	Plectosphaerella_cucumerina		Core
d1f9edaed21fb1110699a2a4be609539	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae	0.999947974	ITS1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Unclassified Nectriaceae			Core
e87bd1078aae702c01ca6f60ff61219b	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__unidentified	0.997513921	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	unidentified		Core
ea7ede342b6a284b0f22fb38a09d5097	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__unidentified	0.998122871	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	unidentified		Core
f4475336e373e354e187db7184e41d78	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria	0.99989071	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria			Core
f46e74cc254b5a8cdb5f8d5b9357ca0d	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Acremonium;s__Acremonium_furcatum	0.996765128	ITS1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Acremonium_furcatum		Core
b8fe600476c530d38dc5d7f3a450cfae	1	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium	0.99999998	ITS1	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium		Filobasidium sp	Core
f42fce2c183220e1926f415acc2b08a4	1	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Sporobolomyces;s__Sporobolomyces_roseus	0.999729346	ITS1	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces_roseus	Sporobolomyces roseus	Core
d1d4888ce3bf4f2a0ad750b41262de76	1	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__Vishniacozyma_tephrensis	0.999887636	ITS1	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma_tephrensis	Vishniacozyma tephrensis	Core
a59945f9d0e60ecbeb7f551b02f6e185	1	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__Vishniacozyma_victoriae	0.999995184	ITS1	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma_victoriae	Vishniacozyma victoriae-1	Core
39e2a4c2eaa5a0acecf79fe777dd26ec	1	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__Vishniacozyma_victoriae	0.996858993	ITS1	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma_victoriae	Vishniacozyma victoriae-2	Core
07226812dae41889a9855c0ae4b37719	1	k__Fungi;p__Basidiomycota	0.999999996	ITS1	Fungi	Basidiomycota				Unclassified Basidiomycota			Core
08585ef1ed23d6010596ff6ddb224240	1	k__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Kondoaceae;g__Bensingtonia;s__unidentified	0.999986104	ITS1	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Kondoaceae	Bensingtonia	unidentified		Core
352ef71b173862624d354d652ff490b2	1	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Mrakiaceae;g__Itersonilia;s__Itersonilia_pannonica	0.960639782	ITS1	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Itersonilia	Itersonilia_pannonica		Core
461613cbf8808c9b082843b8d6e46fb8	1	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium;s__unidentified	0.904817134	ITS1	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	unidentified		Core
4b972a0a28bc7bc835597f5627f8cbb0	1	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma	0.99999992	ITS1	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma			Core
7bc1e8d3de87351e446941a8d3be5ee5	1	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleraceae;g__Bullera;s__Bullera_crocea	0.998712443	ITS1	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Bullera	Bullera_crocea		Core
87a064b3f8daff8a08a02c2845da4279	1	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__Vishniacozyma_carnescens	0.999997388	ITS1	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma_carnescens		Core
92383df453283525034216300ad93dd8	1	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium;s__Filobasidium_oeirense	0.837163185	ITS1	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium_oeirense		Core
9796f17064409a1fa8e454e51af2dc12	1	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Bulleromyces;s__Bulleromyces_albus	0.771730313	ITS1	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Bulleromyces	Bulleromyces_albus		Core
af3d18e2c02259522148fe2a4fea8b35	1	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Dioszegia;s__Dioszegia_fristingensis	0.980345629	ITS1	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	Dioszegia_fristingensis		Core
bda8a6f81a497f91574b43b77ba5e20a	1	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium;s__Filobasidium_oeirense	0.994795277	ITS1	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium_oeirense		Core
db6ec9cae0a1a3edba99d81a042d512a	1	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Dioszegia;s__Dioszegia_hungarica	0.937128197	ITS1	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	Dioszegia_hungarica		Core
ff0dc877f7a8aff04b87c3bd90eeb72b	1	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Holtermanniales;f__Holtermanniales_fam_Incertae_sedis;g__Holtermanniella;s__Holtermanniella_takashimae	0.966523677	ITS1	Fungi	Basidiomycota	Tremellomycetes	Holtermanniales	Holtermanniales_fam_Incertae_sedis	Holtermanniella	Holtermanniella_takashimae		Core
675ed8841b3c5131c00ed5ebb304bdba	1	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_elongata	0.984776933	ITS1	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_elongata		Core
0755750e77fc62e0f97cac759a64dcf7	1	k__Fungi;p__Aphelidiomycota;c__Aphelidiomycetes;o__GS16;f__unidentified;g__unidentified;s__unidentified	0.999999913	ITS1	Fungi	Aphelidiomycota	Aphelidiomycetes	GS16	unidentified	unidentified	unidentified		
0d9b2bb2744c56109de5ae269d0f80e7	1	k__Fungi;p__Aphelidiomycota;c__Aphelidiomycetes;o__GS16;f__unidentified;g__unidentified;s__unidentified	0.999999938	ITS1	Fungi	Aphelidiomycota	Aphelidiomycetes	GS16	unidentified	unidentified	unidentified		
1056188487602dd09562b6d427e1cd7a	1	k__Fungi;p__Aphelidiomycota;c__Aphelidiomycetes;o__GS16;f__unidentified;g__unidentified;s__unidentified	0.999999978	ITS1	Fungi	Aphelidiomycota	Aphelidiomycetes	GS16	unidentified	unidentified	unidentified		
16a9dd7e06f0ca6eae2eef71b956bff6	1	k__Fungi;p__Aphelidiomycota;c__Aphelidiomycetes;o__GS16;f__unidentified;g__unidentified;s__unidentified	0.999999853	ITS1	Fungi	Aphelidiomycota	Aphelidiomycetes	GS16	unidentified	unidentified	unidentified		
1b0a4be69e232a05792ba6be6903768e	1	k__Fungi;p__Aphelidiomycota;c__Aphelidiomycetes;o__GS16;f__unidentified;g__unidentified;s__unidentified	0.999999886	ITS1	Fungi	Aphelidiomycota	Aphelidiomycetes	GS16	unidentified	unidentified	unidentified		
78fe165058494357ec635ae6871c2e7e	1	k__Fungi;p__Aphelidiomycota;c__Aphelidiomycetes;o__GS16;f__unidentified;g__unidentified;s__unidentified	0.999999972	ITS1	Fungi	Aphelidiomycota	Aphelidiomycetes	GS16	unidentified	unidentified	unidentified		
a2e3e714819dd609348e802642d57366	1	k__Fungi;p__Aphelidiomycota;c__Aphelidiomycetes;o__GS16;f__unidentified;g__unidentified;s__unidentified	0.999999945	ITS1	Fungi	Aphelidiomycota	Aphelidiomycetes	GS16	unidentified	unidentified	unidentified		
a4b8f85d51bcd118af2e2ed88022e13d	1	k__Fungi;p__Aphelidiomycota;c__Aphelidiomycetes;o__GS16;f__unidentified;g__unidentified;s__unidentified	0.999999988	ITS1	Fungi	Aphelidiomycota	Aphelidiomycetes	GS16	unidentified	unidentified	unidentified		
cfa3ab52f17754f611ac80fac6abfbcc	1	k__Fungi;p__Aphelidiomycota;c__Aphelidiomycetes;o__GS16;f__unidentified;g__unidentified;s__unidentified	0.999820396	ITS1	Fungi	Aphelidiomycota	Aphelidiomycetes	GS16	unidentified	unidentified	unidentified		
dc29700651f62b786274ed8cc8b44971	1	k__Fungi;p__Aphelidiomycota;c__Aphelidiomycetes;o__GS16;f__unidentified;g__unidentified;s__unidentified	0.999999997	ITS1	Fungi	Aphelidiomycota	Aphelidiomycetes	GS16	unidentified	unidentified	unidentified		
f783e95ffa05b7982b102d9d4659998f	1	k__Fungi;p__Aphelidiomycota;c__Aphelidiomycetes;o__GS16;f__unidentified;g__unidentified;s__unidentified	0.999999962	ITS1	Fungi	Aphelidiomycota	Aphelidiomycetes	GS16	unidentified	unidentified	unidentified		
a49eabdb23d4ba49e6801e9edfc3754a	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Aureobasidiaceae;g__Aureobasidium;s__Aureobasidium_pullulans	0.994590637	ITS1	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium	Aureobasidium_pullulans	Aureobasidium pullulans	
24d1da86c02672526c8d9ba8a7db0bf5	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_perangustum	0.942064513	ITS1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_perangustum	Cladosporium perangustum-2	
61a6ddcbf69ca9fea376a977d1ab8f9f	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Epicoccum;s__Epicoccum_nigrum	0.996821706	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	Epicoccum_nigrum	Epicoccum nigrum	
0002ffe6b2413873f5e1fe25abe92725	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Torulaceae;g__Torula;s__Torula_herbarum	1	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Torula	Torula_herbarum		
00038e5fea003412072c13d4daa8cae0	1	k__Fungi;p__Ascomycota	0.801040448	ITS1	Fungi	Ascomycota							
00061ac9994b3809dd3a1339a15bda55	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Periconiaceae;g__Periconia;s__Periconia_macrospinosa	0.999996997	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	Periconia_macrospinosa		
0019ca85aa7c32a619043ed2c40114fc	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae	0.963847783	ITS1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae				
002f31de4fb09c8b261089562ca23114	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium	0.939291281	ITS1	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium			
0032d0bf8ee17f87e5f0f3e7fbe442b5	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_metachromatica	0.999664745	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_metachromatica		
00345216fe990fc3a67d9a2d41a8a38c	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Stachylidium;s__unidentified	0.935425656	ITS1	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Stachylidium	unidentified		
00363dc55220eb2b5949d93ae6a45a15	1	k__Fungi;p__Ascomycota;c__Laboulbeniomycetes;o__Pyxidiophorales;f__Pyxidiophoraceae;g__Pyxidiophora;s__Pyxidiophora_arvernensis	0.999771759	ITS1	Fungi	Ascomycota	Laboulbeniomycetes	Pyxidiophorales	Pyxidiophoraceae	Pyxidiophora	Pyxidiophora_arvernensis		
004fe17d0b23ae9580a918dbbae3f0c8	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae	0.999393187	ITS1	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae				
005566225fffafe4f3bfd0961c82b6cd	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Pseudorobillarda;s__Pseudorobillarda_phragmitis	1	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Pseudorobillarda	Pseudorobillarda_phragmitis		
0056780d0f29c7fa4211efde910cfe04	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_brevicompactum	0.747191993	ITS1	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_brevicompactum		
0056a5b3a15fe3d48bf2ee668637b4aa	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae	0.999915498	ITS1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae				
0072f534df4bc254e301579f47b162c9	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae	0.999736901	ITS1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae				
007b6daaefa0990f6b95aa8a2e684f05	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae	0.999942777	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae				
00822f99a8490197ede38847f324e27d	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Gibberella;s__Gibberella_acuminata	0.996462846	ITS1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Gibberella_acuminata		
0083400db60f99eff612dfc3306ebb6c	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusicolla;s__Fusicolla_septimanifiniscientiae	0.963128523	ITS1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusicolla	Fusicolla_septimanifiniscientiae		
008343ebddc5e79b20a1c031a20580ae	1	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales	0.841359465	ITS1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales					
008d2f52b81c7822424153cf3b861cac	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_metachromatica	0.999898522	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_metachromatica		
009d9496105897cff97edb2c9701801f	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_metachromatica	0.999940111	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_metachromatica		
00dfdfec3607f57b14fd6ec3720698ab	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia	0.999998658	ITS1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Ramularia			
00ed45550ecbb876b6c44e41a9c9ba97	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Tetracladium;s__unidentified	0.776246056	ITS1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	unidentified		
00f01187108386910dbd2d294aa0d22c	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Chloridium;s__unidentified	0.998447442	ITS1	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Chloridium	unidentified		
01044ead745f6851335f57be356c259e	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Cistella;s__unidentified	0.888135868	ITS1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	unidentified		
012d07100f91aa0beb96a1321db41fad	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae	0.970175801	ITS1	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae				
013613f6e7b66ab533a8cfa06ddc6759	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraphaeosphaeria	0.998079861	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria			
0144d0d99464c903f8efde5dc945d585	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_perangustum	0.780707275	ITS1	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_perangustum		
01473ee4926b234fe4c2013e13e2f5bf	1	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_metachromatica	0.999787271	ITS1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_metachromatica		
01528367df1129357a739dfb3745442f	1	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales	0.972884366	ITS1	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales					
0159046936a8d3b0dfa83a4a86262a2b	1	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__unidentified;s__unidentified	0.999412912	ITS1	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	unidentified	unidentified		
01704033a88854cb5c6f84dc6553681b	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae	0.99996263	ITS1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae				
0173fe47f202ee0131f9507b49225e37	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae	0.999635206	ITS1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae				
0178ed99f12565caa2887f9b4bbbc888	1	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Articulospora;s__unidentified	0.999998951	ITS1	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Articulospora	unidentified		
0184552230761e9ac8fa8416e6741b43	1	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae	0.998723595	ITS1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae				
